Fund Holdings as of,"03/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"TATASTEEL","TATA STEEL LTD","Materials","Equity","10,120,890.80","0.15","10,120,890.80","5,077,909.00","1.99","India","National Stock Exchange Of India","INR"
"005490","POSCO","Materials","Equity","10,019,576.03","0.15","10,019,576.03","47,856.00","209.37","Korea (South)","Korea Exchange (Stock Market)","KRW"
"WALMEX*","WALMART DE MEXICO V","Consumer Staples","Equity","9,969,343.48","0.14","9,969,343.48","3,476,816.00","2.87","Mexico","Bolsa Mexicana De Valores","MXN"
"267260","HD HYUNDAI ELECTRIC LTD","Industrials","Equity","9,887,751.90","0.14","9,887,751.90","15,992.00","618.29","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3231","WISTRON CORP","Information Technology","Equity","9,839,305.82","0.14","9,839,305.82","1,979,000.00","4.97","Taiwan","Taiwan Stock Exchange","TWD"
"ICT","INTERNATIONAL CONTAINER TERMINAL S","Industrials","Equity","9,809,956.86","0.14","9,809,956.86","660,050.00","14.86","Philippines","Philippine Stock Exchange Inc.","PHP"
"2357","ASUSTEK COMPUTER INC","Information Technology","Equity","9,677,532.83","0.14","9,677,532.83","458,500.00","21.11","Taiwan","Taiwan Stock Exchange","TWD"
"2883","KGI FINANCIAL HOLDING LTD","Financials","Equity","9,556,508.90","0.14","9,556,508.90","10,742,255.00","0.89","Taiwan","Taiwan Stock Exchange","TWD"
"2059","KING SLIDE WORKS LTD","Information Technology","Equity","9,505,941.21","0.14","9,505,941.21","38,000.00","250.16","Taiwan","Taiwan Stock Exchange","TWD"
"TWD","TWD CASH","Cash and/or Derivatives","Cash","9,335,170.79","0.14","9,335,170.79","298,538,762.00","3.13","Taiwan","-","TWD"
"066570","LG ELECTRONICS INC","Consumer Discretionary","Equity","9,324,434.05","0.13","9,324,434.05","74,615.00","124.97","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","9,298,311.44","0.13","9,298,311.44","59,000.00","157.60","Taiwan","Taiwan Stock Exchange","TWD"
"6446","PHARMAESSENTIA CORP","Health Care","Equity","9,216,116.79","0.13","9,216,116.79","211,277.00","43.62","Taiwan","Taiwan Stock Exchange","TWD"
"2368","GOLD CIRCUIT ELECTRONICS LTD","Information Technology","Equity","9,140,712.95","0.13","9,140,712.95","224,000.00","40.81","Taiwan","Taiwan Stock Exchange","TWD"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Equity","9,134,230.62","0.13","9,134,230.62","2,221,705.00","4.11","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"2301","LITE ON TECHNOLOGY CORP","Information Technology","Equity","8,936,679.17","0.13","8,936,679.17","1,305,000.00","6.85","Taiwan","Taiwan Stock Exchange","TWD"
"316140","WOORI FINANCIAL GROUP INC","Financials","Equity","8,887,562.81","0.13","8,887,562.81","441,748.00","20.12","Korea (South)","Korea Exchange (Stock Market)","KRW"
"HINDALCO","HINDALCO INDUSTRIES LTD","Materials","Equity","8,875,963.37","0.13","8,875,963.37","886,735.00","10.01","India","National Stock Exchange Of India","INR"
"POWERGRID","POWER GRID CORPORATION OF INDIA LT","Utilities","Equity","8,755,140.89","0.13","8,755,140.89","2,896,405.00","3.02","India","National Stock Exchange Of India","INR"
"ULTRACEMCO","ULTRATECH CEMENT LTD","Materials","Equity","8,734,436.72","0.13","8,734,436.72","70,951.00","123.11","India","National Stock Exchange Of India","INR"
"KGH","KGHM POLSKA MIEDZ SA","Materials","Equity","8,602,714.17","0.12","8,602,714.17","96,222.00","89.40","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"000810","SAMSUNG FIRE & MARINE INSURANCE LT","Financials","Equity","8,581,108.35","0.12","8,581,108.35","20,557.00","417.43","Korea (South)","Korea Exchange (Stock Market)","KRW"
"EUROB","EUROBANK SA","Financials","Equity","8,342,108.82","0.12","8,342,108.82","1,683,709.00","4.95","Greece","Athens Exchange S.A. Cash Market","EUR"
"3008","LARGAN PRECISION LTD","Information Technology","Equity","8,302,995.31","0.12","8,302,995.31","62,773.00","132.27","Taiwan","Taiwan Stock Exchange","TWD"
"TPEIR","PIRAEUS BANK SA","Financials","Equity","8,237,002.31","0.12","8,237,002.31","773,212.00","10.65","Greece","Athens Exchange S.A. Cash Market","EUR"
"2082","ACWA POWER CO","Utilities","Equity","8,188,172.32","0.12","8,188,172.32","158,226.00","51.75","Saudi Arabia","Saudi Stock Exchange","SAR"
"329180","HD HYUNDAI HEAVY INDUSTRIES LTD","Industrials","Equity","8,178,571.05","0.12","8,178,571.05","21,664.00","377.52","Korea (South)","Korea Exchange (Stock Market)","KRW"
"2010","SAUDI BASIC INDUSTRIES","Materials","Equity","8,152,892.32","0.12","8,152,892.32","591,514.00","13.78","Saudi Arabia","Saudi Stock Exchange","SAR"
"2892","FIRST FINANCIAL HOLDING LTD","Financials","Equity","8,057,896.21","0.12","8,057,896.21","7,953,442.00","1.01","Taiwan","Taiwan Stock Exchange","TWD"
"2379","REALTEK SEMICONDUCTOR CORP","Information Technology","Equity","7,978,716.14","0.12","7,978,716.14","325,874.00","24.48","Taiwan","Taiwan Stock Exchange","TWD"
"PEO","BANK PEKAO SA","Financials","Equity","7,972,489.99","0.12","7,972,489.99","128,100.00","62.24","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"1216","UNI-PRESIDENT ENTERPRISES CORP","Consumer Staples","Equity","7,861,429.02","0.11","7,861,429.02","3,295,000.00","2.39","Taiwan","Taiwan Stock Exchange","TWD"
"ABG","ABSA GROUP LTD","Financials","Equity","7,773,490.06","0.11","7,773,490.06","567,371.00","13.70","South Africa","Johannesburg Stock Exchange","ZAR"
"3661","ALCHIP TECHNOLOGIES LTD","Information Technology","Equity","7,706,378.99","0.11","7,706,378.99","53,000.00","145.40","Taiwan","Taiwan Stock Exchange","TWD"
"298040","HYOSUNG HEAVY INDUSTRIES CORP","Industrials","Equity","7,685,687.65","0.11","7,685,687.65","3,535.00","2,174.17","Korea (South)","Korea Exchange (Stock Market)","KRW"
"3665","BIZLINK HOLDING INC","Industrials","Equity","7,673,076.92","0.11","7,673,076.92","123,000.00","62.38","Taiwan","Taiwan Stock Exchange","TWD"
"2449","KING YUAN ELECTRONICS LTD","Information Technology","Equity","7,626,016.26","0.11","7,626,016.26","728,000.00","10.48","Taiwan","Taiwan Stock Exchange","TWD"
"373220","LG ENERGY SOLUTION LTD","Industrials","Equity","7,615,488.42","0.11","7,615,488.42","32,109.00","237.18","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ASIANPAINT","ASIAN PAINTS LTD","Materials","Equity","7,542,559.58","0.11","7,542,559.58","262,349.00","28.75","India","National Stock Exchange Of India","INR"
"ADVANC.R","ADVANCED INFO SERVICE NON-VOTING D","Communication","Equity","7,527,729.57","0.11","7,527,729.57","665,100.00","11.32","Thailand","Stock Exchange Of Thailand","THB"
"010120","LS ELECTRIC LTD","Industrials","Equity","7,498,841.93","0.11","7,498,841.93","49,940.00","150.16","Korea (South)","Korea Exchange (Stock Market)","KRW"
"033780","KT&G CORP","Consumer Staples","Equity","7,439,458.71","0.11","7,439,458.71","64,937.00","114.56","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PTT.R","PTT NON-VOTING DR PCL","Energy","Equity","7,426,131.44","0.11","7,426,131.44","6,649,900.00","1.12","Thailand","Stock Exchange Of Thailand","THB"
"PZU","PZU SA","Financials","Equity","7,379,895.20","0.11","7,379,895.20","405,105.00","18.22","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"ADANIPORTS","ADANI PORTS AND SPECIAL ECONOMIC Z","Industrials","Equity","7,311,736.83","0.11","7,311,736.83","371,507.00","19.68","India","National Stock Exchange Of India","INR"
"010140","SAMSUNG HEAVY INDUSTRIES LTD","Industrials","Equity","7,292,856.91","0.11","7,292,856.91","474,315.00","15.38","Korea (South)","Korea Exchange (Stock Market)","KRW"
"1010","RIYAD BANK","Financials","Equity","7,274,315.47","0.11","7,274,315.47","1,364,243.00","5.33","Saudi Arabia","Saudi Stock Exchange","SAR"
"3034","NOVATEK MICROELECTRONICS CORP","Information Technology","Equity","7,255,766.10","0.11","7,255,766.10","431,300.00","16.82","Taiwan","Taiwan Stock Exchange","TWD"
"HCLTECH","HCL TECHNOLOGIES LTD","Information Technology","Equity","7,254,985.36","0.10","7,254,985.36","606,562.00","11.96","India","National Stock Exchange Of India","INR"
"207940","SAMSUNG BIOLOGICS LTD","Health Care","Equity","7,123,594.61","0.10","7,123,594.61","7,662.00","929.73","Korea (South)","Korea Exchange (Stock Market)","KRW"
"INDIGO","INTERGLOBE AVIATION LTD","Industrials","Equity","7,115,323.79","0.10","7,115,323.79","124,864.00","56.98","India","National Stock Exchange Of India","INR"
"2880","HUA NAN FINANCIAL HOLDINGS LTD","Financials","Equity","7,093,142.27","0.10","7,093,142.27","6,024,932.00","1.18","Taiwan","Taiwan Stock Exchange","TWD"
"EICHERMOT","EICHER MOTORS LTD","Consumer Discretionary","Equity","7,072,402.39","0.10","7,072,402.39","91,762.00","77.07","India","National Stock Exchange Of India","INR"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","6,973,530.33","0.10","6,973,530.33","177,700.00","39.24","Taiwan","Gretai Securities Market","TWD"
"SLM","SANLAM LIMITED LTD","Financials","Equity","6,961,522.72","0.10","6,961,522.72","1,239,362.00","5.62","South Africa","Johannesburg Stock Exchange","ZAR"
"APOLLOHOSP","APOLLO HOSPITALS ENTERPRISE LTD","Health Care","Equity","6,909,524.08","0.10","6,909,524.08","73,984.00","93.39","India","National Stock Exchange Of India","INR"
