Fund Holdings as of,"02/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"NOKIA","NOKIA","Information Technology","Equity","68,727,326.22","0.43","68,727,326.22","6,372,492.00","10.79","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"EL","ESSILORLUXOTTICA SA","Health Care","Equity","66,971,776.20","0.42","66,971,776.20","381,932.00","175.35","France","Nyse Euronext - Euronext Paris","EUR"
"BAYN","BAYER AG","Health Care","Equity","66,486,666.72","0.42","66,486,666.72","1,246,002.00","53.36","Germany","Xetra","EUR"
"RHM","RHEINMETALL AG","Industrials","Equity","65,838,520.00","0.42","65,838,520.00","59,048.00","1,115.00","Germany","Xetra","EUR"
"NDA FI","NORDEA BANK","Financials","Equity","65,678,617.51","0.41","65,678,617.51","3,894,374.00","16.86","Finland","Nasdaq Omx Helsinki Ltd.","EUR"
"DHL","DEUTSCHE POST AG","Industrials","Equity","65,085,777.40","0.41","65,085,777.40","1,166,830.00","55.78","Germany","Xetra","EUR"
"ARGX","ARGENX","Health Care","Equity","64,766,647.20","0.41","64,766,647.20","78,486.00","825.20","Belgium","Nyse Euronext - Euronext Brussels","EUR"
"GLE","SOCIETE GENERALE SA","Financials","Equity","62,821,897.92","0.40","62,821,897.92","810,396.00","77.52","France","Nyse Euronext - Euronext Paris","EUR"
"CPG","COMPASS GROUP PLC","Consumer Discretionary","Equity","62,496,587.96","0.39","62,496,587.96","2,156,660.00","28.98","United Kingdom","London Stock Exchange","USD"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","61,947,753.79","0.39","61,947,753.79","1,659,463.00","37.33","Netherlands","Euronext Amsterdam","EUR"
"REL","RELX PLC","Industrials","Equity","61,709,206.77","0.39","61,709,206.77","2,244,000.00","27.50","United Kingdom","London Stock Exchange","GBP"
"ENGI","ENGIE SA","Utilities","Equity","61,331,058.36","0.39","61,331,058.36","2,257,308.00","27.17","France","Nyse Euronext - Euronext Paris","EUR"
"AAL","ANGLO AMERICAN PLC","Materials","Equity","60,072,429.98","0.38","60,072,429.98","1,373,986.00","43.72","United Kingdom","London Stock Exchange","GBP"
"VOLV B","VOLVO CLASS B","Industrials","Equity","59,124,571.32","0.37","59,124,571.32","1,965,981.00","30.07","Sweden","Nasdaq Omx Nordic","SEK"
"BN","DANONE SA","Consumer Staples","Equity","59,057,503.76","0.37","59,057,503.76","798,506.00","73.96","France","Nyse Euronext - Euronext Paris","EUR"
"DB1","DEUTSCHE BOERSE AG","Financials","Equity","57,031,677.90","0.36","57,031,677.90","230,991.00","246.90","Germany","Xetra","EUR"
