Fund Holdings as of,"02/Jul/2026"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Market Currency
"BHEL","BHARAT HEAVY ELECTRICALS LTD","Industrials","Equity","3,240,747.03","0.05","3,240,747.03","769,108.00","4.21","India","National Stock Exchange Of India","INR"
"AKBNK.E","AKBANK A","Financials","Equity","3,239,851.05","0.05","3,239,851.05","1,940,783.00","1.67","Turkey","Istanbul Stock Exchange","TRY"
"RECLTD","REC LTD","Financials","Equity","3,236,877.31","0.05","3,236,877.31","835,427.00","3.87","India","National Stock Exchange Of India","INR"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Real Estate","Equity","3,232,421.50","0.05","3,232,421.50","1,865,746.00","1.73","Mexico","Bolsa Mexicana De Valores","MXN"
"PTTEP.R","PTT EXPLORATION AND PRODUCTION NON","Energy","Equity","3,209,504.58","0.05","3,209,504.58","819,100.00","3.92","Thailand","Stock Exchange Of Thailand","THB"
"WIPRO","WIPRO LTD","Information Technology","Equity","3,194,894.82","0.05","3,194,894.82","1,751,546.00","1.82","India","National Stock Exchange Of India","INR"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","3,193,688.85","0.05","3,193,688.85","621,887.00","5.14","Turkey","Istanbul Stock Exchange","TRY"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT","Real Estate","Equity","3,160,047.58","0.05","3,160,047.58","728,145.00","4.34","Mexico","Bolsa Mexicana De Valores","MXN"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","3,154,993.89","0.05","3,154,993.89","23,152.00","136.27","Korea (South)","Korea Exchange (Stock Market)","KRW"
"259960","KRAFTON INC","Communication","Equity","3,151,766.41","0.05","3,151,766.41","20,054.00","157.16","Korea (South)","Korea Exchange (Stock Market)","KRW"
"IQCD","INDUSTRIES QATAR","Industrials","Equity","3,129,620.65","0.05","3,129,620.65","1,029,354.00","3.04","Qatar","Qatar Exchange","QAR"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","3,113,722.38","0.05","3,113,722.38","253,364.00","12.29","Hungary","Budapest Stock Exchange","HUF"
"086280","HYUNDAI GLOVIS LTD","Industrials","Equity","3,110,449.25","0.05","3,110,449.25","24,701.00","125.92","Korea (South)","Korea Exchange (Stock Market)","KRW"
"7203","AL-ELM INFORMATION SECURITY COMPAN","Information Technology","Equity","3,086,365.36","0.05","3,086,365.36","17,092.00","180.57","Saudi Arabia","Saudi Stock Exchange","SAR"
"1140","BANK ALBILAD","Financials","Equity","3,021,388.07","0.04","3,021,388.07","472,290.00","6.40","Saudi Arabia","Saudi Stock Exchange","SAR"
"USD","USD CASH","Cash and/or Derivatives","Cash","2,964,002.39","0.04","2,964,002.39","2,964,002.00","100.00","United States","-","USD"
"KTB.R","KRUNG THAI BANK PUBLIC NON-VOTING","Financials","Equity","2,960,512.69","0.04","2,960,512.69","2,480,500.00","1.19","Thailand","Stock Exchange Of Thailand","THB"
"005830","DB INSURANCE LTD","Financials","Equity","2,949,655.46","0.04","2,949,655.46","31,538.00","93.53","Korea (South)","Korea Exchange (Stock Market)","KRW"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","2,944,949.19","0.04","2,944,949.19","2,159,851.00","1.36","South Africa","Johannesburg Stock Exchange","ZAR"
"DLF","DLF LTD","Real Estate","Equity","2,933,794.93","0.04","2,933,794.93","425,193.00","6.90","India","National Stock Exchange Of India","INR"
"UNITDSPR","UNITED SPIRITS LTD","Consumer Staples","Equity","2,925,903.14","0.04","2,925,903.14","203,225.00","14.40","India","National Stock Exchange Of India","INR"
"CDR","CD PROJEKT SA","Communication","Equity","2,905,737.53","0.04","2,905,737.53","46,778.00","62.12","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"096770","SK INNOVATION LTD","Energy","Equity","2,903,569.00","0.04","2,903,569.00","48,003.00","60.49","Korea (South)","Korea Exchange (Stock Market)","KRW"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","2,902,514.83","0.04","2,902,514.83","1,955,078.00","1.48","India","National Stock Exchange Of India","INR"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","2,899,532.87","0.04","2,899,532.87","395,774.00","7.33","Mexico","Bolsa Mexicana De Valores","MXN"
"AUROPHARMA","AUROBINDO PHARMA LTD","Health Care","Equity","2,895,064.47","0.04","2,895,064.47","176,917.00","16.36","India","National Stock Exchange Of India","INR"
"PHOENIXLTD","PHOENIX MILLS LTD","Real Estate","Equity","2,884,683.54","0.04","2,884,683.54","136,734.00","21.10","India","National Stock Exchange Of India","INR"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","2,849,167.50","0.04","2,849,167.50","204,041.00","13.96","Mexico","Bolsa Mexicana De Valores","MXN"
"ASII","ASTRA INTERNATIONAL","Industrials","Equity","2,832,075.70","0.04","2,832,075.70","11,126,100.00","0.25","Indonesia","Indonesia Stock Exchange","IDR"
"FALABELLA","FALABELLA SACI SA","Consumer Discretionary","Equity","2,821,283.94","0.04","2,821,283.94","448,172.00","6.30","Chile","Santiago Stock Exchange","CLP"
"SRF","SRF LTD","Materials","Equity","2,820,954.73","0.04","2,820,954.73","96,127.00","29.35","India","National Stock Exchange Of India","INR"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Equity","2,818,816.41","0.04","2,818,816.41","2,527,909.00","1.12","Qatar","Qatar Exchange","QAR"
"ADNOCDRILL","ADNOC DRILLING COMPANY","Energy","Equity","2,815,871.54","0.04","2,815,871.54","1,814,434.00","1.55","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"2207","HOTAI MOTOR LTD","Consumer Discretionary","Equity","2,812,462.61","0.04","2,812,462.61","193,406.00","14.54","Taiwan","Taiwan Stock Exchange","TWD"
"AMBANK","AMMB HOLDINGS","Financials","Equity","2,789,333.33","0.04","2,789,333.33","1,778,200.00","1.57","Malaysia","Bursa Malaysia","MYR"
"GAIL","GAIL INDIA LTD","Utilities","Equity","2,781,744.59","0.04","2,781,744.59","1,522,506.00","1.83","India","National Stock Exchange Of India","INR"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","2,778,003.91","0.04","2,778,003.91","663,248.00","4.19","India","National Stock Exchange Of India","INR"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","2,763,645.94","0.04","2,763,645.94","856,000.00","3.23","Mexico","Bolsa Mexicana De Valores","MXN"
"247540","ECOPRO BM LTD","Industrials","Equity","2,762,500.48","0.04","2,762,500.48","34,244.00","80.67","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"2912","PRESIDENT CHAIN STORE CORP","Consumer Staples","Equity","2,756,235.42","0.04","2,756,235.42","385,300.00","7.15","Taiwan","Taiwan Stock Exchange","TWD"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","2,756,318.07","0.04","2,756,318.07","101,153.00","27.25","South Africa","Johannesburg Stock Exchange","ZAR"
"OUT","OUTSURANCE GROUP LTD","Financials","Equity","2,755,202.66","0.04","2,755,202.66","565,201.00","4.87","South Africa","Johannesburg Stock Exchange","ZAR"
"DEWA","DUBAI ELECTRICITY AND WATER AUTHOR","Utilities","Equity","2,747,134.58","0.04","2,747,134.58","3,669,023.00","0.75","United Arab Emirates","Dubai Financial Market","AED"
"2834","TAIWAN BUSINESS BANK LTD","Financials","Equity","2,745,224.42","0.04","2,745,224.42","4,940,244.00","0.56","Taiwan","Taiwan Stock Exchange","TWD"
"NAUKRI","INFO EDGE INDIA LTD","Communication","Equity","2,729,945.72","0.04","2,729,945.72","253,780.00","10.76","India","National Stock Exchange Of India","INR"
"JINDALSTEL","JINDAL STEEL LTD","Materials","Equity","2,721,107.30","0.04","2,721,107.30","248,681.00","10.94","India","National Stock Exchange Of India","INR"
"KRW","KRW CASH","Cash and/or Derivatives","Cash","2,717,303.90","0.04","2,717,303.90","4,227,309,674.00","0.06","Korea (South)","-","KRW"
"VEDL","VEDANTA LTD","Materials","Equity","2,712,166.40","0.04","2,712,166.40","937,053.00","2.89","India","National Stock Exchange Of India","INR"
"IDEA","VODAFONE IDEA LTD","Communication","Equity","2,703,461.27","0.04","2,703,461.27","17,810,078.00","0.15","India","National Stock Exchange Of India","INR"
"8210","BUPA ARABIA","Financials","Equity","2,676,030.60","0.04","2,676,030.60","59,489.00","44.98","Saudi Arabia","Saudi Stock Exchange","SAR"
"ICICIGI","ICICI LOMBARD GENERAL INSURANCE CO","Financials","Equity","2,662,125.07","0.04","2,662,125.07","144,206.00","18.46","India","National Stock Exchange Of India","INR"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","2,653,767.81","0.04","2,653,767.81","6,798,749.00","0.39","Thailand","Stock Exchange Of Thailand","THB"
"ZAIN","MOBILE TEL","Communication","Equity","2,647,428.46","0.04","2,647,428.46","1,362,350.00","1.94","Kuwait","Kuwait Stock Exchange","KWD"
"KBANK.R","KASIKORNBANK PUBLIC NON-VOTING DR","Financials","Equity","2,631,875.09","0.04","2,631,875.09","376,200.00","7.00","Thailand","Stock Exchange Of Thailand","THB"
"2618","EVA AIRWAYS CORP","Industrials","Equity","2,627,746.73","0.04","2,627,746.73","1,912,000.00","1.37","Taiwan","Taiwan Stock Exchange","TWD"
"ABB","ABB INDIA LTD","Industrials","Equity","2,621,769.76","0.04","2,621,769.76","36,452.00","71.92","India","National Stock Exchange Of India","INR"
"CPN.R","CENTRAL PATTANA NON-VOTING DR PCL","Real Estate","Equity","2,617,107.04","0.04","2,617,107.04","1,291,300.00","2.03","Thailand","Stock Exchange Of Thailand","THB"
"DNP","DINO POLSKA SA","Consumer Staples","Equity","2,603,508.85","0.04","2,603,508.85","339,654.00","7.67","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"028300","HLB INC","Health Care","Equity","2,585,698.98","0.04","2,585,698.98","84,954.00","30.44","Korea (South)","Korea Exchange (Kosdaq)","KRW"
"MUTHOOTFIN","MUTHOOT FINANCE LTD","Financials","Equity","2,572,903.40","0.04","2,572,903.40","83,207.00","30.92","India","National Stock Exchange Of India","INR"
"YESBANK","YES BANK LTD","Financials","Equity","2,541,402.54","0.04","2,541,402.54","9,997,144.00","0.25","India","National Stock Exchange Of India","INR"
"1519","FORTUNE ELECTRIC LTD","Industrials","Equity","2,534,003.29","0.04","2,534,003.29","105,120.00","24.11","Taiwan","Taiwan Stock Exchange","TWD"
"NYKAA","FSN E-COMMERCE VENTURES LTD","Consumer Discretionary","Equity","2,522,049.45","0.04","2,522,049.45","766,193.00","3.29","India","National Stock Exchange Of India","INR"
"THYAO.E","TURK HAVA YOLLARI AO A","Industrials","Equity","2,521,030.66","0.04","2,521,030.66","353,245.00","7.14","Turkey","Istanbul Stock Exchange","TRY"
"003670","POSCO FUTURE M LTD","Industrials","Equity","2,514,520.54","0.04","2,514,520.54","23,911.00","105.16","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ABCAPITAL","ADITYA BIRLA CAPITAL LTD","Financials","Equity","2,480,957.59","0.04","2,480,957.59","602,277.00","4.12","India","National Stock Exchange Of India","INR"
"SWIGGY","SWIGGY LTD","Consumer Discretionary","Equity","2,479,585.03","0.04","2,479,585.03","949,935.00","2.61","India","National Stock Exchange Of India","INR"
"5110","SAUDI ENERGY","Utilities","Equity","2,479,151.58","0.04","2,479,151.58","518,289.00","4.78","Saudi Arabia","Saudi Stock Exchange","SAR"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","2,462,358.66","0.04","2,462,358.66","1,036,077.00","2.38","Mexico","Bolsa Mexicana De Valores","MXN"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Financials","Equity","2,461,226.34","0.04","2,461,226.34","21,623.00","113.82","India","National Stock Exchange Of India","INR"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","2,459,841.03","0.04","2,459,841.03","51,131.00","48.11","India","National Stock Exchange Of India","INR"
"HLBANK","HONG LEONG BANK","Financials","Equity","2,439,454.90","0.04","2,439,454.90","466,400.00","5.23","Malaysia","Bursa Malaysia","MYR"
"QIIK","QATAR INTERNATIONAL ISLAMIC BANK","Financials","Equity","2,434,165.12","0.04","2,434,165.12","791,321.00","3.08","Qatar","Qatar Exchange","QAR"
"KIMBERA","KIMBERLY-CLARK DE MEXICO CLASS A","Consumer Staples","Equity","2,381,399.53","0.04","2,381,399.53","1,079,230.00","2.21","Mexico","Bolsa Mexicana De Valores","MXN"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","2,376,604.39","0.04","2,376,604.39","2,209,851.00","1.08","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"IHH","IHH HEALTHCARE","Health Care","Equity","2,371,702.94","0.04","2,371,702.94","1,184,400.00","2.00","Malaysia","Bursa Malaysia","MYR"
"BOSCHLTD","BOSCH LTD","Consumer Discretionary","Equity","2,369,239.30","0.04","2,369,239.30","5,444.00","435.20","India","National Stock Exchange Of India","INR"
"PETGAS","PETRONAS GAS","Utilities","Equity","2,355,245.59","0.03","2,355,245.59","552,900.00","4.26","Malaysia","Bursa Malaysia","MYR"
"ISA","INTERCONEXION ELECTRICA SA","Utilities","Equity","2,353,956.85","0.03","2,353,956.85","266,545.00","8.83","Colombia","Bolsa De Valores De Colombia","COP"
"ENRIN","SIEMENS ENERGY INDIA LTD","Industrials","Equity","2,342,407.67","0.03","2,342,407.67","62,952.00","37.21","India","National Stock Exchange Of India","INR"
"272210","HANWHA SYSTEMS LTD","Industrials","Equity","2,340,744.55","0.03","2,340,744.55","49,143.00","47.63","Korea (South)","Korea Exchange (Stock Market)","KRW"
"BAAKOMB","KOMERCNI BANK","Financials","Equity","2,339,654.16","0.03","2,339,654.16","50,455.00","46.37","Czech Republic","Prague Stock Exchange","CZK"
"SCB.R","SCB X PUBLIC COMPANY LIMITED NON-V","Financials","Equity","2,338,103.89","0.03","2,338,103.89","507,300.00","4.61","Thailand","Stock Exchange Of Thailand","THB"
"TIINDIA","TUBE INVESTMENTS OF INDIA LTD","Consumer Discretionary","Equity","2,337,636.30","0.03","2,337,636.30","72,152.00","32.40","India","National Stock Exchange Of India","INR"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","2,315,205.72","0.03","2,315,205.72","123,499.00","18.75","India","National Stock Exchange Of India","INR"
"AIRARABIA","AIR ARABIA","Industrials","Equity","2,300,585.14","0.03","2,300,585.14","1,558,986.00","1.48","United Arab Emirates","Dubai Financial Market","AED"
"CLS","CLICKS GROUP LTD","Consumer Staples","Equity","2,297,588.92","0.03","2,297,588.92","162,005.00","14.18","South Africa","Johannesburg Stock Exchange","ZAR"
"003490","KOREAN AIR LINES LTD","Industrials","Equity","2,258,711.13","0.03","2,258,711.13","123,078.00","18.35","Korea (South)","Korea Exchange (Stock Market)","KRW"
"GODREJPROP","GODREJ PROPERTIES LTD","Real Estate","Equity","2,250,809.65","0.03","2,250,809.65","109,062.00","20.64","India","National Stock Exchange Of India","INR"
"PRESTIGE","PRESTIGE ESTATES PROJECTS LTD","Real Estate","Equity","2,236,959.47","0.03","2,236,959.47","127,465.00","17.55","India","National Stock Exchange Of India","INR"
"MALLPLAZA","PLAZA SA","Real Estate","Equity","2,217,265.76","0.03","2,217,265.76","529,350.00","4.19","Chile","Santiago Stock Exchange","CLP"
"GMRAIRPORT","GMR AIRPORTS LTD","Industrials","Equity","2,216,579.75","0.03","2,216,579.75","1,891,449.00","1.17","India","National Stock Exchange Of India","INR"
"BOUBYAN","BOUBYAN BANK","Financials","Equity","2,202,957.14","0.03","2,202,957.14","1,091,977.00","2.02","Kuwait","Kuwait Stock Exchange","KWD"
"BH.R","BUMRUNGRAD HOSPITAL NON-VOTING DR","Health Care","Equity","2,202,724.82","0.03","2,202,724.82","381,100.00","5.78","Thailand","Stock Exchange Of Thailand","THB"
"005385","HYUNDAI MOTOR S1 PREF","Consumer Discretionary","Equity","2,201,422.83","0.03","2,201,422.83","16,041.00","137.24","Korea (South)","Korea Exchange (Stock Market)","KRW"
"RHBBANK","RHB BANK","Financials","Equity","2,196,078.68","0.03","2,196,078.68","1,088,700.00","2.02","Malaysia","Bursa Malaysia","MYR"
"EMAARDEV","EMAAR DEVELOPMENT","Real Estate","Equity","2,188,026.85","0.03","2,188,026.85","577,320.00","3.79","United Arab Emirates","Dubai Financial Market","AED"
"024110","INDUSTRIAL BANK OF KOREA","Financials","Equity","2,176,526.32","0.03","2,176,526.32","164,370.00","13.24","Korea (South)","Korea Exchange (Stock Market)","KRW"
"8010","THE COOPERATIVE INSURANCE","Financials","Equity","2,173,907.77","0.03","2,173,907.77","56,487.00","38.49","Saudi Arabia","Saudi Stock Exchange","SAR"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","2,172,475.67","0.03","2,172,475.67","523,713.00","4.15","Turkey","Istanbul Stock Exchange","TRY"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energy","Equity","2,163,518.84","0.03","2,163,518.84","1,831,947.00","1.18","Qatar","Qatar Exchange","QAR"
"YTLPOWR","YTL POWER INTERNATIONAL","Utilities","Equity","2,162,925.59","0.03","2,162,925.59","2,014,780.00","1.07","Malaysia","Bursa Malaysia","MYR"
"GEKTERNA","GEK TERNA SA","Industrials","Equity","2,151,096.33","0.03","2,151,096.33","40,866.00","52.64","Greece","Athens Exchange S.A. Cash Market","EUR"
"LODHA","LODHA DEVELOPERS LTD","Real Estate","Equity","2,147,319.46","0.03","2,147,319.46","203,576.00","10.55","India","National Stock Exchange Of India","INR"
"BELA","JUMBO SA","Consumer Discretionary","Equity","2,116,302.75","0.03","2,116,302.75","80,410.00","26.32","Greece","Athens Exchange S.A. Cash Market","EUR"
"ORDS","OOREDOO","Communication","Equity","2,113,667.67","0.03","2,113,667.67","583,020.00","3.63","Qatar","Qatar Exchange","QAR"
"352820","HYBE LTD","Communication","Equity","2,106,591.89","0.03","2,106,591.89","15,350.00","137.24","Korea (South)","Korea Exchange (Stock Market)","KRW"
"010950","S-OIL CORP","Energy","Equity","2,085,869.51","0.03","2,085,869.51","29,716.00","70.19","Korea (South)","Korea Exchange (Stock Market)","KRW"
"ADNOCLS","ADNOC LOGISTICS & SERVICES PLC","Energy","Equity","2,081,167.43","0.03","2,081,167.43","1,295,562.00","1.61","United Arab Emirates","Abu Dhabi Securities Exchange","AED"
"YKBNK.E","YAPI VE KREDI BANKASI A","Financials","Equity","2,071,738.53","0.03","2,071,738.53","2,388,625.00","0.87","Turkey","Istanbul Stock Exchange","TRY"
"SIGMAFA","ALFA A","Consumer Staples","Equity","2,070,936.61","0.03","2,070,936.61","2,216,359.00","0.93","Mexico","Bolsa Mexicana De Valores","MXN"
"SDG","SD GUTHRIE","Consumer Staples","Equity","2,067,367.65","0.03","2,067,367.65","1,396,500.00","1.48","Malaysia","Bursa Malaysia","MYR"
"EREGL.E","EREGLI DEMIR VE CELIK FABRIKALARI","Materials","Equity","2,064,293.58","0.03","2,064,293.58","2,362,541.00","0.87","Turkey","Istanbul Stock Exchange","TRY"
"003230","SAM YANG FOODS INC","Consumer Staples","Equity","2,062,911.23","0.03","2,062,911.23","2,769.00","745.00","Korea (South)","Korea Exchange (Stock Market)","KRW"
"VOLTAS","VOLTAS LTD","Industrials","Equity","2,055,557.09","0.03","2,055,557.09","151,933.00","13.53","India","National Stock Exchange Of India","INR"
"SWB","SUNWAY BHD","Industrials","Equity","2,048,241.18","0.03","2,048,241.18","1,658,100.00","1.24","Malaysia","Bursa Malaysia","MYR"
"SIEMENS","SIEMENS LTD","Industrials","Equity","2,046,393.26","0.03","2,046,393.26","54,522.00","37.53","India","National Stock Exchange Of India","INR"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","2,042,016.49","0.03","2,042,016.49","454,116.00","4.50","India","National Stock Exchange Of India","INR"
"HTO","HELLENIC TELECOMMUNICATIONS ORGANI","Communication","Equity","2,041,664.03","0.03","2,041,664.03","95,463.00","21.39","Greece","Athens Exchange S.A. Cash Market","EUR"
"161390","HANKOOK TIRE & TECHNOLOGY LTD","Consumer Discretionary","Equity","2,039,721.67","0.03","2,039,721.67","47,150.00","43.26","Korea (South)","Korea Exchange (Stock Market)","KRW"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Communication","Equity","2,037,566.44","0.03","2,037,566.44","877,709.00","2.32","Turkey","Istanbul Stock Exchange","TRY"
"IDFCFIRSTB","IDFC FIRST BANK LTD","Financials","Equity","2,031,868.23","0.03","2,031,868.23","2,437,437.00","0.83","India","National Stock Exchange Of India","INR"
"ALWN","ALLWYN AG","Consumer Discretionary","Equity","2,019,507.10","0.03","2,019,507.10","125,166.00","16.13","Greece","Athens Exchange S.A. Cash Market","EUR"
"MARK","MASRAF AL RAYAN","Financials","Equity","2,013,382.32","0.03","2,013,382.32","3,598,785.00","0.56","Qatar","Qatar Exchange","QAR"
"4190","JARIR MARKETING","Consumer Discretionary","Equity","2,012,297.94","0.03","2,012,297.94","431,994.00","4.66","Saudi Arabia","Saudi Stock Exchange","SAR"
"MRF","MRF LTD","Consumer Discretionary","Equity","2,006,050.63","0.03","2,006,050.63","1,449.00","1,384.44","India","National Stock Exchange Of India","INR"
"PLN","PLN CASH","Cash and/or Derivatives","Cash","2,005,282.34","0.03","2,005,282.34","7,505,571.00","26.72","Poland","-","PLN"
"BANKBARODA","BANK OF BARODA LTD","Financials","Equity","2,000,020.26","0.03","2,000,020.26","733,091.00","2.73","India","National Stock Exchange Of India","INR"
"NATIONALUM","NATIONAL ALUMINIUM CO LTD","Materials","Equity","1,989,619.96","0.03","1,989,619.96","571,241.00","3.48","India","National Stock Exchange Of India","INR"
"NMDC","NMDC LTD","Materials","Equity","1,988,950.27","0.03","1,988,950.27","2,217,260.00","0.90","India","National Stock Exchange Of India","INR"
"011200","HMM LTD","Industrials","Equity","1,976,691.01","0.03","1,976,691.01","161,002.00","12.28","Korea (South)","Korea Exchange (Stock Market)","KRW"
"LTF","L&T FINANCE LTD","Financials","Equity","1,973,821.75","0.03","1,973,821.75","597,265.00","3.30","India","National Stock Exchange Of India","INR"
"2609","YANG MING MARINE TRANSPORT CORP","Industrials","Equity","1,957,454.80","0.03","1,957,454.80","1,226,000.00","1.60","Taiwan","Taiwan Stock Exchange","TWD"
"UPL","UPL LTD","Materials","Equity","1,951,835.01","0.03","1,951,835.01","316,247.00","6.17","India","National Stock Exchange Of India","INR"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","1,947,624.19","0.03","1,947,624.19","1,187,183.00","1.64","Philippines","Philippine Stock Exchange Inc.","PHP"
"HAVELLS","HAVELLS INDIA LTD","Industrials","Equity","1,926,399.40","0.03","1,926,399.40","154,853.00","12.44","India","National Stock Exchange Of India","INR"
"SMPH","SM PRIME HOLDINGS INC","Real Estate","Equity","1,922,048.89","0.03","1,922,048.89","6,501,700.00","0.30","Philippines","Philippine Stock Exchange Inc.","PHP"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","1,915,590.69","0.03","1,915,590.69","4,261.00","449.56","India","National Stock Exchange Of India","INR"
"PNB","PUNJAB NATIONAL BANK","Financials","Equity","1,909,981.88","0.03","1,909,981.88","1,704,218.00","1.12","India","National Stock Exchange Of India","INR"
"TORNTPOWER","TORRENT POWER LTD","Utilities","Equity","1,900,241.21","0.03","1,900,241.21","130,007.00","14.62","India","National Stock Exchange Of India","INR"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Consumer Staples","Equity","1,883,157.59","0.03","1,883,157.59","87,140.00","21.61","India","National Stock Exchange Of India","INR"
"BBNI","BANK NEGARA INDONESIA","Financials","Equity","1,870,640.03","0.03","1,870,640.03","10,617,800.00","0.18","Indonesia","Indonesia Stock Exchange","IDR"
"MANKIND","MANKIND PHARMA LTD","Health Care","Equity","1,859,794.77","0.03","1,859,794.77","71,338.00","26.07","India","National Stock Exchange Of India","INR"
"MIL","BANK MILLENNIUM SA","Financials","Equity","1,858,228.68","0.03","1,858,228.68","351,715.00","5.28","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","1,845,138.93","0.03","1,845,138.93","78,388.00","23.54","India","National Stock Exchange Of India","INR"
"OFSS","ORACLE FINANCIAL SERVICES SOFTWARE","Information Technology","Equity","1,845,424.58","0.03","1,845,424.58","16,024.00","115.17","India","National Stock Exchange Of India","INR"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","1,836,248.30","0.03","1,836,248.30","380,915.00","4.82","Saudi Arabia","Saudi Stock Exchange","SAR"
"COPEC","EMPRESAS COPEC SA","Consumer Discretionary","Equity","1,830,125.70","0.03","1,830,125.70","288,894.00","6.33","Chile","Santiago Stock Exchange","CLP"
"OBEROIRLTY","OBEROI REALTY LTD","Real Estate","Equity","1,824,832.55","0.03","1,824,832.55","93,353.00","19.55","India","National Stock Exchange Of India","INR"
"PINFRA*","PROMOTORA Y OPERADORA DE INFRAESTR","Industrials","Equity","1,823,909.38","0.03","1,823,909.38","112,293.00","16.24","Mexico","Bolsa Mexicana De Valores","MXN"
"1030","SAUDI INVESTMENT BANK","Financials","Equity","1,817,621.29","0.03","1,817,621.29","512,744.00","3.54","Saudi Arabia","Saudi Stock Exchange","SAR"
"GBK","GULF BANK","Financials","Equity","1,814,936.64","0.03","1,814,936.64","1,586,408.00","1.14","Kuwait","Kuwait Stock Exchange","KWD"
"WAAREEENER","WAAREE ENERGIES LTD","Information Technology","Equity","1,809,309.80","0.03","1,809,309.80","59,937.00","30.19","India","National Stock Exchange Of India","INR"
"GOTO","GOTO GOJEK TOKOPEDIA","Consumer Discretionary","Equity","1,805,947.87","0.03","1,805,947.87","649,888,400.00","0.00","Indonesia","Indonesia Stock Exchange","IDR"
"MINT.R","MINOR INTERNATIONAL PUBLIC NON-VOT","Consumer Discretionary","Equity","1,803,790.42","0.03","1,803,790.42","2,462,100.00","0.73","Thailand","Stock Exchange Of Thailand","THB"
"MISC","MISC","Industrials","Equity","1,801,647.06","0.03","1,801,647.06","967,200.00","1.86","Malaysia","Bursa Malaysia","MYR"
"ALKEM","ALKEM LABORATORIES LTD","Health Care","Equity","1,780,191.70","0.03","1,780,191.70","30,873.00","57.66","India","National Stock Exchange Of India","INR"
"JSWENERGY","JSW ENERGY LTD","Utilities","Equity","1,780,020.56","0.03","1,780,020.56","300,346.00","5.93","India","National Stock Exchange Of India","INR"
"CENCOSUD","CENCOSUD SA","Consumer Staples","Equity","1,776,619.53","0.03","1,776,619.53","789,353.00","2.25","Chile","Santiago Stock Exchange","CLP"
"6919","CALIWAY BIOPHARMACEUTICALS LTD","Health Care","Equity","1,772,171.87","0.03","1,772,171.87","586,000.00","3.02","Taiwan","Taiwan Stock Exchange","TWD"
"INR","INR CASH","Cash and/or Derivatives","Cash","1,766,568.20","0.03","1,766,568.20","168,517,357.00","1.05","India","-","INR"
"005940","NH INVESTMENT & SECURITIES LTD","Financials","Equity","1,754,957.67","0.03","1,754,957.67","94,307.00","18.61","Korea (South)","Korea Exchange (Stock Market)","KRW"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","1,751,056.34","0.03","1,751,056.34","373,686.00","4.69","India","National Stock Exchange Of India","INR"
"ACP","ASSECO POLAND SA","Information Technology","Equity","1,749,008.62","0.03","1,749,008.62","36,767.00","47.57","Poland","Warsaw Stock Exchange/Equities/Main Market","PLN"
"VMM","VISHAL MEGA MART LTD","Consumer Discretionary","Equity","1,743,378.67","0.03","1,743,378.67","1,369,331.00","1.27","India","National Stock Exchange Of India","INR"
